time_sec,rms_Sample,rms_Voc 1,rms_Voc 2,rms_Guitare,rms_Basse,rms_BatterieG,rms_BatterieD,region,beat,measure,x_Voc 1,y_Voc 1
131.3,28734398.073,318276.508,25894363.126,142017.596,181760741.418,351208509.279,242751252.116,Break_Bridge,4,2,-0.7856978364474587,2.510234931068676
131.4,22994052.711,317244.253,20922958.257,142053.628,178496285.248,350997174.526,219598033.118,Break_Bridge,4,2,-0.7538727336749478,2.5568775834143547
131.5,18401734.554,316890.386,16949304.643,142120.668,176265920.355,353621596.592,185758012.899,Break_Bridge,4,2,-0.6884456917093258,2.516350934402978
131.6,30062791.302,317685.676,13771932.154,141615.126,176007336.52,362259346.854,162572055.254,Break_Bridge,1,3,-0.49581377034423346,2.451370108328535
131.7,24056758.345,318493.475,11218176.532,141917.695,176011519.994,370239025.763,148134678.698,Break_Bridge,1,3,-0.3564573070363297,2.3484083089725343
131.8,19251946.888,320005.413,9181434.844,141995.636,176625905.832,381356174.107,130951317.619,Break_Bridge,1,3,-0.27908730140052307,2.1809648144775236
131.9,15408025.849,318914.123,7554056.349,141489.629,179679879.001,392877156.204,121304277.837,Break_Bridge,2,3,-0.2999386320389441,2.0228922903759354
132.0,23718188.617,319526.464,6261835.003,141871.536,176850836.659,383197787.59,190591654.035,Break_Bridge,2,3,-0.2809010779197908,1.9374914791369056
132.1,18981153.352,321166.384,5220899.185,142355.165,175119619.947,379937346.578,171791367.605,Break_Bridge,2,3,-0.35248386034663404,1.8270596293427386
132.2,15191465.871,321854.256,4390764.601,142586.665,173154178.175,379259674.173,145739512.194,Break_Bridge,2,3,-0.493907997072064,1.6453093940625014
132.3,27494743.952,322966.479,3722919.009,142878.094,172904123.821,384846235.934,133660255.364,Break_Bridge,3,3,-0.6487815111564057,1.5769915520080444
132.4,22002531.961,320587.433,3186511.096,142357.78,170850990.089,389945108.859,123562008.464,Break_Bridge,3,3,-0.8322648076228525,1.4720121169072713
132.5,17608550.872,320337.237,2758777.788,142868.671,168686902.895,399185677.513,112782887.632,Break_Bridge,3,3,-1.0493571131577535,1.2838796991180796
132.6,29428327.118,319452.695,2414503.845,142998.466,169817067.412,400013813.898,169787819.124,Break_Bridge,4,3,-1.2451897732953565,1.197646403213846
132.7,23549154.08,319201.524,2148821.298,143112.706,170379296.179,394089265.294,198919419.122,Break_Bridge,4,3,-1.3856868137007967,1.0581945458362034
132.8,18845916.866,318565.393,1925428.964,142888.666,172800491.55,392173443.877,171025736.482,Break_Bridge,4,3,-1.526160994842628,0.82050616922545
132.9,15083282.633,317253.195,1760191.058,142447.232,175323793.759,383347167.019,147550775.555,Break_Bridge,1,4,-1.5481633895603444,0.3660346023803692
133.0,27408207.923,316539.03,1619557.481,142566.38,173349792.814,369412091.237,138778268.782,Break_Bridge,1,4,-1.473362930117981,0.02355903284990485
133.1,21933115.478,316865.082,1503593.46,143146.1,173110472.243,368192512.869,128067690.248,Break_Bridge,1,4,-1.3154992122572828,-0.2739001533244933
133.2,17553080.074,317049.659,1414879.581,143655.796,173961276.86,364798952.757,116640821.656,Break_Bridge,1,4,-1.1850741519281083,-0.4704977646040885
133.3,25434262.235,318646.329,1335442.455,143635.777,174258411.46,353130005.106,202827142.4,Break_Bridge,2,4,-1.07459562548251,-0.5318909896170188
133.4,20353950.0,319973.086,1277524.505,143907.362,173608662.338,346238773.497,191337223.505,Break_Bridge,2,4,-0.9857333607296402,-0.5981478923295651
133.5,16289649.384,319543.724,1230994.533,143511.842,173449630.12,349896398.44,168047111.306,Break_Bridge,2,4,-0.9286838853830589,-0.6609707358208663
133.6,28373211.581,318307.151,1197465.994,143276.795,175019064.506,359073956.203,148707819.118,Break_Bridge,3,4,-0.8734216745232086,-0.6426173278626375
133.7,22705100.536,316896.903,1161270.333,142499.281,174886370.135,364429379.885,135971588.842,Break_Bridge,3,4,-0.8374071992848988,-0.6584611664144226
133.8,18170560.802,316687.171,1137196.307,141772.831,173544346.19,370236971.107,121672977.633,Break_Bridge,3,4,-0.8170156756641035,-0.6962664062616104
133.9,14542895.867,316535.109,1121720.998,142178.011,176813660.118,375446670.694,113682257.417,Break_Bridge,3,4,-0.799659367359349,-0.7704283146567072
134.0,26975781.101,316707.483,1110473.388,141342.775,176060840.658,369789997.608,185624887.599,Break_Bridge,4,4,-0.754578012656048,-0.8171021551886906
134.1,21587256.775,315344.978,1101288.843,141524.945,176587187.065,370311655.361,170282013.231,Break_Bridge,4,4,-0.692728563276537,-0.9197835007770767
134.2,17276294.804,315533.141,1087417.728,142185.839,176995989.98,374298246.474,145908675.675,Break_Bridge,4,4,-0.5982400328100148,-1.0546258641734845
134.3,29162423.052,315755.684,1079595.345,142068.595,175507150.782,378718357.438,133345170.699,Break_Bridge,1,5,-0.424410739497988,-1.2123265291306735
134.4,23336576.207,315657.532,1070351.745,142178.886,175132470.45,382579432.259,122234506.453,Break_Bridge,1,5,-0.25690807142578775,-1.4100490742993577
134.5,18675854.568,316806.752,1071334.293,142396.75,175371224.084,378273878.225,110175153.724,Break_Bridge,1,5,-0.15850317614851187,-1.576457240963623
134.6,26332619.018,316806.245,1062198.416,141847.772,172258336.772,359522704.507,165259338.188,Break_Bridge,2,5,-0.10069547876474542,-1.6671776771951279
134.7,21072750.564,316082.66,1054931.913,142013.973,170172912.242,354209411.179,190053791.749,Break_Bridge,2,5,-0.08462735329867474,-1.7241129108395252
134.8,16864785.185,317163.518,1054163.045,142038.717,167700771.643,354048116.533,163509127.988,Break_Bridge,2,5,-0.05987197858017604,-1.760405883514636
134.9,13498211.613,317602.069,1054147.185,142063.53,168202839.078,348755754.098,138423938.964,Break_Bridge,2,5,-0.030052879291729756,-1.7910374806481124
135.0,26140084.476,318237.416,1058608.154,142397.821,168843617.662,339572167.954,128883789.501,Break_Bridge,3,5,0.010100256785699313,-1.8049349364653746
135.1,20918604.813,318827.919,1056554.277,142250.4,168481802.607,335054510.175,116634234.118,Break_Bridge,3,5,0.011408198453076418,-1.820262250670133
135.2,16741483.358,318466.51,5605589.941,142881.71,166925796.212,339122012.34,103891099.121,Break_Bridge,3,5,0.016742124821292406,-1.8320307529084283
135.3,28734593.43,318244.933,27644083.535,143245.422,162096418.299,340883556.314,175737248.376,Break_Bridge,4,5,0.026202987818683673,-1.8446043901716294
135.4,22994103.817,317093.518,63836205.358,142718.414,163156289.73,351759693.344,169346891.282,Break_Bridge,4,5,0.017410066023237025,-1.8654582509895363
135.5,18401926.686,317653.022,99560920.889,142644.053,166764668.997,360952076.921,274942582.015,Break_Bridge,4,5,0.019160581887091063,-1.8951611598985167
135.6,30062948.195,317259.989,144813793.002,141754.654,171090802.179,362364346.641,327797404.615,Break_Bridge,1,6,0.007855748111154387,-1.909641834799672
135.7,24057025.602,317075.618,172374775.341,141723.043,171769637.574,357436916.425,333561331.649,Break_Bridge,1,6,-0.012735440572455167,-1.9205329893663106
135.8,19252264.114,318220.0,175842935.75,142384.687,172594646.755,357101756.645,302468584.122,Break_Bridge,1,6,-0.010230539551680365,-1.9156808273047148
135.9,15408369.348,317282.972,186497393.219,141606.2,172591837.088,358544004.372,274281068.879,Break_Bridge,1,6,0.003925840070446607,-1.9073943661127484
136.0,23718519.565,316630.189,209035847.943,141220.521,175125418.606,349638300.73,348949321.592,Break_Bridge,2,6,0.020732244633672098,-1.9070409799710062
136.1,18981435.788,317003.787,218262072.665,141619.682,176717193.168,354272328.538,317105642.763,Break_Bridge,2,6,0.019749325756286212,-1.9176773510464502
136.2,15191709.657,315549.957,230657650.057,141501.796,174469006.867,359186129.291,274273110.872,Break_Bridge,2,6,0.028975476256740657,-1.9268533952754698
136.3,27495115.893,317637.156,246552626.088,141668.234,171490334.377,366317748.303,237580232.193,Break_Bridge,3,6,0.05895478186624256,-1.9133709822451823
136.4,22002638.88,315631.016,256257462.579,141557.08,172068792.632,373514101.553,207037343.863,Break_Bridge,3,6,0.0695265726714504,-1.9046008642563714
136.5,17608740.061,317292.912,248634691.941,142453.354,173736967.686,379861145.648,178111664.642,Break_Bridge,3,6,0.08709362217705668,-1.8935259392996617
136.6,29428549.649,319287.652,252935491.628,143217.982,170141100.112,382668663.091,218990237.931,Break_Bridge,4,6,0.11510066822835019,-1.86700134648423
136.7,23549394.805,318533.748,255479706.125,142728.118,170455310.401,370598580.239,229994928.566,Break_Bridge,4,6,0.13047599746197322,-1.8396694594617642
136.8,18846191.649,317165.731,263037000.852,142248.997,174078093.784,372841681.302,195688364.178,Break_Bridge,4,6,0.15499962755828847,-1.7985991763721885
136.9,15083339.835,316739.833,233361883.641,142204.514,174154286.803,376576840.685,164124289.495,Break_Bridge,4,6,0.17005374878882415,-1.7573650353499521
137.0,27408356.172,315384.056,248638164.922,141795.684,168045973.781,384498843.44,148710276.473,Break_Bridge,1,7,0.19546944986436673,-1.6654762416776576
137.1,21933257.828,316725.697,253129229.427,141759.252,167070105.195,388788485.291,132371335.594,Break_Bridge,1,7,0.20865582786051587,-1.5668769498582729
137.2,17553296.641,317395.288,242749678.915,142076.668,166232787.01,392315446.392,117776016.768,Break_Bridge,1,7,0.2058242249543559,-1.4951070553981645
137.3,25434386.286,319533.617,258235882.712,142506.715,165876231.348,382304315.291,186337961.46,Break_Bridge,2,7,0.23506870539538624,-1.4068681192054293
137.4,20354120.332,319917.619,254679063.376,142728.865,168190529.641,374038963.072,176820391.006,Break_Bridge,2,7,0.23480947663280657,-1.3447741196371505
137.5,16289803.634,319652.381,261340524.778,142856.434,168169112.977,373251556.641,151481842.025,Break_Bridge,2,7,0.2171887549902207,-1.3215567940701802
137.6,28373290.453,320301.923,259142662.945,143090.35,167844841.275,372674709.617,133548768.273,Break_Bridge,3,7,0.2565663110136067,-1.2374730839296995
137.7,22705085.627,320614.922,243998283.977,142586.34,166381124.367,378332734.329,124842321.547,Break_Bridge,3,7,0.25674305789718377,-1.161282863833749
137.8,18170732.626,320549.557,254645861.078,142843.776,169604412.859,382978266.445,113905348.87,Break_Bridge,3,7,0.2325626113331473,-1.117965831784626
137.9,14542932.843,321516.324,251381772.999,142545.186,172534186.58,388378247.691,107574159.878,Break_Bridge,3,7,0.1863198823156755,-1.1468982725373238
138.0,26975742.865,320361.12,225961727.902,142260.41,173963710.658,374239558.419,181080112.827,Break_Bridge,4,7,0.18859166892591914,-1.137668248755085
138.1,21587137.481,320454.068,230891029.975,142589.116,173508437.174,375104344.753,165119289.305,Break_Bridge,4,7,0.16615603813874133,-1.1303275093355196
138.2,17276330.121,321309.901,222836445.668,142957.914,175025152.531,374131340.88,142545279.594,Break_Bridge,4,7,0.12363780782544692,-1.1543959125249132
138.3,29162613.411,321680.399,235906048.313,143419.67,172683386.673,364893293.728,130433597.482,Break_Bridge,1,8,0.1316425858092096,-1.0933511555166537
138.4,23336870.759,320731.288,239339971.332,143093.926,168908609.754,353825347.043,131534382.979,Break_Bridge,1,8,0.13314004432250218,-1.0030974624886513
138.5,18676125.564,319355.958,255575514.751,142224.402,166911648.908,349049228.561,199648016.026,Break_Bridge,1,8,0.12107111903995496,-0.9303336245219327
138.6,26332737.865,317431.694,269844319.618,142340.302,168296471.548,343322753.2,254723089.115,Break_Bridge,2,8,0.16458072262323306,-0.7612563488828199
138.7,21072742.406,316915.804,283435130.272,142202.428,171738286.36,348285325.35,281490081.63,Break_Bridge,2,8,0.16957556009530647,-0.566169925184238
138.8,16864616.935,317754.253,286941124.558,142827.476,175779679.804,340671202.398,311653455.109,Break_Bridge,2,8,0.1494496870405274,-0.3858389922899787
138.9,13498360.594,318191.96,290180596.679,142579.962,179702459.787,346346888.994,276793699.907,Break_Bridge,2,8,0.10159090235088286,-0.2917009306123199
139.0,26140123.36,318827.324,295996823.25,143096.658,183815376.768,340174384.803,313475553.989,Break_Bridge,3,8,0.17538755732578445,-0.048222347259582965
139.1,20918632.941,318271.58,294705016.408,142338.472,183318891.402,336475275.124,365251992.765,Break_Bridge,3,8,0.24344971857865658,0.2590029096491617
139.2,16741625.781,317910.132,293856360.776,142036.314,185507431.848,334501043.989,372393891.83,Break_Bridge,3,8,0.24041182260154823,0.5487941053626028
139.3,28734863.05,317749.175,291763318.23,141973.996,185884793.702,332721333.071,390453997.65,Break_Bridge,4,8,0.1704605906570046,0.7978349368052142
139.4,22994237.183,319388.762,293856286.918,142616.454,189036425.375,328664099.439,350214913.027,Break_Bridge,4,8,-0.019701410841354183,0.8888052683794834
139.5,18402018.703,320881.549,295346452.743,142866.683,179356259.065,331448077.996,362770804.397,Break_Bridge,4,8,-0.1578542941521796,0.8643516910892299
139.6,30063090.442,321422.347,291871771.527,142643.912,177769382.507,335198749.312,392494121.325,Break_Bridge,1,9,-0.17414305128012886,0.8701339808300745
139.7,24056864.966,321418.301,301659065.58,142714.287,179081578.863,339836494.513,371057831.551,Break_Bridge,1,9,-0.11596906070905595,0.8917024109780414
139.8,19251911.95,320477.036,276043284.575,141947.642,176154960.021,338183623.926,384528015.378,Break_Bridge,1,9,-0.053948641859724755,0.9098492571792847
139.9,15408158.517,319533.699,261304700.479,141942.461,179374622.151,338859399.943,335164969.482,Break_Bridge,1,9,-0.012491669797735,0.9157540205286556
140.0,23718390.608,319787.274,271198203.744,142143.941,182921174.36,334423385.302,392265978.879,Break_Bridge,2,9,-0.0037576783590543283,0.9266294610475794
140.1,18981210.869,319872.537,263935393.278,142368.856,184867973.601,329236444.315,432694311.844,Break_Bridge,2,9,0.024993825565865685,0.931811977974877
140.2,15191482.048,320476.54,244497867.895,142358.152,192665054.373,329721810.848,446169584.428,Break_Bridge,2,9,0.05276251371574858,0.9323192658205752
140.3,27494614.495,320193.297,261819167.442,142030.063,198179707.924,326726284.658,458181753.118,Break_Bridge,3,9,0.032397914536884787,0.9371168485561383
140.4,22002323.491,319449.967,260904834.306,142249.238,203219183.031,325804559.74,463162620.686,Break_Bridge,3,9,0.045348011407505384,0.9394384491628165
140.5,17608257.496,319471.166,243124819.098,142668.341,201386884.331,323912905.356,470419376.676,Break_Bridge,3,9,0.06107833675679292,0.9381615328427746
140.6,29428260.854,321745.623,250565405.119,143266.738,200968427.564,316297500.263,496453440.215,Break_Bridge,4,9,0.03708811402620621,0.9423973683611695
140.7,23549261.106,322690.713,257630263.043,143688.687,191355787.42,313293267.838,489405713.191,Break_Bridge,4,9,0.03462533767935061,0.938439227655447
140.8,18846008.392,321088.056,241320495.792,143137.464,188862585.774,305481510.326,494858954.882,Break_Bridge,4,9,0.037187048094288466,0.9271704561253988
140.9,15083367.74,321215.379,215478810.37,142854.487,193370811.503,303991817.787,494119464.12,Break_Bridge,4,9,0.03713608607619043,0.9076675235927256
