time_sec,rms_Sample,rms_Voc 1,rms_Voc 2,rms_Guitare,rms_Basse,rms_BatterieG,rms_BatterieD,region,beat,measure,x_Voc 1,y_Voc 1
1.0,49215182.607,980610.464,3018811.91,139102.357,422.908,1021.425,619171.421,Silence,1,1,0.3884939128843235,0.8405273089066276
1.1,39378665.416,977472.513,2630581.987,140050.914,422.206,902.097,624456.563,Silence,1,1,0.8583693527643234,1.0194936495452172
1.2,31509364.435,962287.304,2312449.415,140631.264,421.416,809.13,618544.891,Silence,1,1,0.9284124675861225,0.9388675495279573
1.3,36599336.114,980403.539,2061880.939,140304.466,421.869,732.56,637134.382,Silence,2,1,0.8429075044726372,0.9204990040129806
1.4,29285961.276,965642.267,1861475.126,140227.112,422.132,671.263,630299.027,Silence,2,1,0.6201072424616739,0.9422784775891556
1.5,23435246.387,976465.095,1711306.594,140457.902,421.201,622.016,641483.767,Silence,2,1,0.35511907102787565,0.9662111858951674
1.6,34089464.671,959980.895,1585536.578,140992.365,418.777,581.722,631404.644,Silence,3,1,0.19203859643859184,0.9953533313150991
1.7,27278162.384,951857.931,1490650.754,141528.927,419.645,548.88,627258.067,Silence,3,1,0.07033676097712917,0.9920933676504115
1.8,21829046.249,962799.92,1406518.358,141014.864,421.324,522.41,636646.607,Silence,3,1,-0.037126742542116856,0.971003505942247
1.9,17469783.165,932077.365,1330443.85,140691.407,419.444,505.289,614926.81,Silence,3,1,-0.11198723985771361,0.9448232440374833
2.0,29317334.621,934070.225,1272413.939,140347.158,421.017,486.395,618198.595,Silence,4,1,-0.17509001543749925,0.9412472037494369
2.1,23460410.886,935286.475,1229056.487,140648.465,421.469,473.275,619597.066,Silence,4,1,-0.20967148909991323,0.9274247735099235
2.2,18774778.955,936671.937,1186757.275,140357.598,424.294,461.973,621912.918,Silence,4,1,-0.22074390527538856,0.9142616538466253
2.3,30361244.546,920630.368,1156963.791,140653.185,424.897,457.934,610997.345,Silence,1,2,-0.1897024255905118,0.9478492535422641
2.4,24295485.021,953309.534,1134805.176,140813.016,79177.719,453.701,600793.919,Start,1,2,-0.15682744029918802,0.9556819477494478
2.5,19442940.131,991611.273,1120504.943,140097.908,154740.816,446.103,605865.517,Start,1,2,-0.12844471424945048,0.9550640507455607
2.6,26946247.85,46893689.148,1107993.135,139750.32,16831154.582,30895385.305,2476841.829,Start,2,2,-0.12098624175414846,0.9621127600095722
2.7,21563538.491,82171462.955,1092825.416,139241.77,34714425.764,53652562.233,3473757.785,Intro,2,2,-0.10997108231734629,0.9571817261776916
2.8,17257359.081,113213106.145,1082422.471,139606.383,48925558.76,72840083.595,3895536.834,Intro,2,2,-0.10125534992950655,0.9488643739205249
2.9,13812580.553,141392764.637,1072018.839,139810.192,59362878.716,88124514.746,5889647.424,Intro,3,2,-0.1095953245925786,0.9331417979160969
3.0,26391421.815,161095542.343,1063844.782,139926.084,75102139.325,89506371.39,11137496.257,Intro,3,2,-0.11240547076661192,0.9390413889604923
