time_sec,rms_Sample,rms_Voc 1,rms_Voc 2,rms_Guitare,rms_Basse,rms_BatterieG,rms_BatterieD,region,beat,measure,x_Voc 1,y_Voc 1
243.6,30062959.787,170456495.796,33386826.668,191430.923,103864295.65,147043623.152,122399938.367,,2,11,-0.01409769028325027,0.9597332333799733
243.7,24056976.186,165014323.668,27665397.06,183390.068,83110762.935,117640525.671,99378477.198,,2,11,-0.015919580553986123,0.963153791222209
243.8,19252189.305,160610842.837,22948719.02,176032.606,66506186.359,94115089.625,80779699.705,,2,11,-0.013683681742130398,0.9606517715476506
243.9,15408406.793,152192911.209,19065124.771,170205.225,53223018.851,75293842.27,65815739.018,,2,11,-0.010559175509011871,0.9573522690950325
244.0,23718364.824,139210722.071,15858320.974,166399.104,42594066.26,60236594.806,53634160.191,,3,11,-0.008781350053581612,0.9519907042718359
244.1,18981329.625,133844874.791,13209544.682,162394.199,34090472.317,48190858.129,43795917.648,,3,11,-0.007031249022375462,0.9519239785681
244.2,15191580.042,125307911.493,10997208.212,160078.099,27286287.964,38554243.6,35778347.302,,3,11,-0.005506402442108271,0.9510873149161685
244.3,27494687.127,116299019.682,9194894.529,158452.788,21841780.346,30844913.547,29181694.575,,4,11,-0.007608099580520212,0.9478925368596188
244.4,22002277.989,110003696.326,7689728.199,157250.966,17485500.811,24677388.192,23872651.79,,4,11,-0.006831052436114232,0.9488420819602394
244.5,17608368.557,101695546.318,6456188.393,154660.119,13999609.841,19743621.804,19668428.898,,4,11,-0.006218519998338966,0.9489671736553982
244.6,29427371.881,93829224.824,5442223.666,153231.72,11210403.146,15795715.929,16174803.966,,1,12,-0.008885176982959798,0.9534954355998962
244.7,23548346.55,85463619.838,4599716.736,152752.515,8977829.649,12637487.657,13396836.968,,1,12,-0.008209377902792137,0.9527856200271246
244.8,18845210.697,74912524.245,3919135.139,152131.983,7191486.989,10111281.202,11155883.185,,1,12,-0.008227559876410526,0.9529971123044936
244.9,15082455.842,67143247.672,3356888.358,151340.764,5761618.157,8089911.616,9297783.5,,1,12,-0.007907955987879463,0.9527593755969537
