rms_Voc 1 (real),rms_Voc 2 (real),rms_Guitare (real),beat (real),measure (real),x_Voc 1 (placeholder),y_Voc 1 (placeholder)
-1.5096489050085333,0.5517415948113338,-1.2517687804130708,-1.316515676777697,-1.598436755960951,0.0024347458356081546,-1.0969623923004768
-1.5097138090037072,0.0630756052829615,-1.2517594671835723,-0.42179628479285447,-1.598436755960951,0.0024347458356081546,-1.0969623923004768
-1.5097779103159394,0.20612589770885367,-1.2517626566194935,0.47292310719198816,-1.3503423592486083,0.0024347458356081546,-1.0969623923004768
-1.5089856580827805,0.271118834333858,-1.2517646359834813,1.3676424991768308,-1.3503423592486083,0.0024347458356081546,-1.0969623923004768
-1.506778930725064,0.34611002871508445,-1.2517585149367456,-1.316515676777697,-1.3503423592486083,0.0024347458356081546,-1.0969623923004768
-1.5022028608018112,0.46300296839483046,-1.2517566693615845,-0.42179628479285447,-1.1022479625362656,0.0024347458356081546,-1.0969623923004768
-1.4845253397810463,0.4399172756286079,-1.2517525285356497,0.47292310719198816,-1.1022479625362656,0.0024347458356081546,-1.0969623923004768
-1.4167968987685382,0.3617376976656783,-1.25176169073926,1.3676424991768308,-0.8541535658239228,0.0024347458356081546,-1.0969623923004768
-1.1488183223358333,-0.49655704036281134,-1.2517620432422005,-1.316515676777697,-0.8541535658239228,0.0024347458356081546,-1.0969623923004768
-0.3393345450597158,-0.31584467527927595,-0.2575713642630176,-0.42179628479285447,-0.8541535658239228,0.0024347458356081546,-1.0969623923004768
0.16472305656375458,-0.2014299872535254,0.2718674010566334,0.47292310719198816,-0.6060591691115801,0.0024347458356081546,-1.0969623923004768
0.41985268095418343,-0.335010195835069,0.5984324074194644,1.3676424991768308,-0.6060591691115801,0.0024347458356081546,-1.0969623923004768
0.827235888473895,-0.05760105236024182,1.1422772154604763,-1.316515676777697,-0.6060591691115801,0.0024347458356081546,-1.0969623923004768
1.0780619931119737,0.2818083783537812,1.4753636420441123,-0.42179628479285447,-0.3579647723992374,0.0024347458356081546,-1.0969623923004768
0.6687819432121818,0.18544681115012399,1.0241215007531583,0.47292310719198816,-0.3579647723992374,0.0024347458356081546,-1.0969623923004768
0.2571498374057533,0.4617775052459145,0.5709371725138501,1.3676424991768308,-0.10987037568689469,0.0024347458356081546,-1.0969623923004768
-0.09079499676044206,0.605265499292305,0.2063571930220015,-1.316515676777697,-0.10987037568689469,0.0024347458356081546,-1.0969623923004768
-0.37118929148992835,0.9241957294160102,-0.08526743653133094,-0.42179628479285447,-0.10987037568689469,0.0024347458356081546,-1.0969623923004768
-0.5964273117788486,0.9549472825847501,-0.3185414771837545,0.47292310719198816,0.13822402102544804,0.0024347458356081546,-1.0969623923004768
-0.4071146033893757,0.18255366763267317,0.01240994372106173,1.3676424991768308,0.13822402102544804,0.0024347458356081546,-1.0969623923004768
0.22362969485942635,0.08825405531831729,0.6776061298331151,-1.316515676777697,0.13822402102544804,0.0024347458356081546,-1.0969623923004768
0.6967395626476311,0.3796168574005459,1.3012553049074453,-0.42179628479285447,0.38631841773779074,0.0024347458356081546,-1.0969623923004768
0.9494687831075541,0.2035239591015622,1.5545702073089425,0.47292310719198816,0.38631841773779074,0.0024347458356081546,-1.0969623923004768
1.157174321491684,0.10720197055948481,1.8269068800907524,1.3676424991768308,0.6344128144501334,0.0024347458356081546,-1.0969623923004768
1.2415268930352648,0.12413202152866855,1.9413309655562927,-1.316515676777697,0.6344128144501334,0.0024347458356081546,-1.0969623923004768
0.7412376555737858,0.49327284064471183,1.3301386305694791,-0.42179628479285447,0.6344128144501334,0.0024347458356081546,-1.0969623923004768
0.30883358862284405,0.6823775326173441,0.8140690357926434,0.47292310719198816,0.8825072111624762,0.0024347458356081546,-1.0969623923004768
-0.05495936452897727,0.7838169344683833,0.40087219613899355,1.3676424991768308,0.8825072111624762,0.0024347458356081546,-1.0969623923004768
-0.345979665352252,1.0639023870682012,0.07032781857981439,-1.316515676777697,0.8825072111624762,0.0024347458356081546,-1.0969623923004768
-0.5787793819738071,0.3291907154634483,-0.19409453305149593,-0.42179628479285447,1.130601607874819,0.0024347458356081546,-1.0969623923004768
-0.7650203971357818,0.18342872303580196,-0.40563134911120524,0.47292310719198816,1.130601607874819,0.0024347458356081546,-1.0969623923004768
-0.9140034418793122,0.01699150046688604,-0.5748533059088452,1.3676424991768308,1.3786960045871617,0.0024347458356081546,-1.0969623923004768
-1.0331960740484274,0.13348910862271338,-0.7102376827279119,-1.316515676777697,1.3786960045871617,0.0024347458356081546,-1.0969623923004768
-1.128539173051436,-0.05957291034724974,-0.8185195943899516,-0.42179628479285447,1.3786960045871617,0.0024347458356081546,-1.0969623923004768
-1.2048137805270482,-0.12623303939821515,-0.9051601732968692,0.47292310719198816,1.6267904012995043,0.0024347458356081546,-1.0969623923004768
-1.2658386412283715,0.04199808318698336,-0.974474485863303,1.3676424991768308,1.6267904012995043,0.0024347458356081546,-1.0969623923004768
-1.3146581393651424,0.17318908395816593,-1.029918445768252,-1.316515676777697,1.6267904012995043,0.0024347458356081546,-1.0969623923004768
-1.3537171808497992,0.10537265660170583,-1.074282478208751,-0.42179628479285447,1.874884798011847,0.0024347458356081546,-1.0969623923004768
-1.3849640675759798,0.005186926189410613,-1.1097702224562418,0.47292310719198816,1.874884798011847,0.0024347458356081546,-1.0969623923004768
-1.4099634941208166,0.450435900185431,-1.1381602804315123,1.3676424991768308,2.1229791947241896,0.0024347458356081546,-1.0969623923004768
